filename,altocumulus,altostratus,cirrocumulus,cirrostratus,cirrus,cumulonimbus,cumulus,nimbostratus,stratocumulus,stratus
Cb-N214_jpg.rf.f1f6f79bffd25cc6bf17ab2daed66ffc.jpg,0,0,0,0,0,1,0,0,0,0
Ac-22-_jpg.rf.f25dbbd56b474b37edca4dc26fe45b04.jpg,1,0,0,0,0,0,0,0,0,0
Cb-N064_jpg.rf.f1da7ba75df6d5895d147148bbf79fd8.jpg,0,0,0,0,0,1,0,0,0,0
Ac-N053-55-_jpg.rf.f324f6a92a2724bd176d48e10d040e22.jpg,1,0,0,0,0,0,0,0,0,0
Cb-N179_jpg.rf.f1249eb27dfdabe9a696a2b0664d652a.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N209_jpg.rf.f38b5e85b67e47c257434a9b4105d872.jpg,0,0,1,0,0,0,0,0,0,0
Ci-N119_jpg.rf.f331a525b98c7bad94180b43b71f9d39.jpg,0,0,0,0,1,0,0,0,0,0
Sc-55-_jpg.rf.f33e5141ffedfde64b0be3d70bb91416.jpg,0,0,0,0,0,0,0,0,1,0
As-69-_jpg.rf.f3aa68dfaa6d44a63a7c6461a84f0f59.jpg,0,1,0,0,0,0,0,0,0,0
Cb-N091_jpg.rf.f077ada60bea107cd16c6706c8fd96c8.jpg,0,0,0,0,0,1,0,0,0,0
ff677ef6-c4c9-4549-be57-70a78bc49220_jpg.rf.f3a096020cfe8b0c57524980500fee78.jpg,0,0,0,0,0,0,0,0,0,1
As-N175_jpg.rf.efaac5000c84477aacc36279351adfcf.jpg,0,1,0,0,0,0,0,0,0,0
Ns-N138_jpg.rf.efc9efb16600ffaff359c79e1366be61.jpg,0,0,0,0,0,0,0,1,0,0
Cs-48-_jpg.rf.f4be780cebe4b8bb4faf8f6b3d971f22.jpg,0,0,0,1,0,0,0,0,0,0
Ns-N078_jpg.rf.f33e59a7470421e4ca444d50c7f5e6f1.jpg,0,0,0,0,0,0,0,1,0,0
Cu-N052_jpg.rf.f520acdeed938e51670db685d3f0eb6b.jpg,0,0,0,0,0,0,1,0,0,0
Cr-15-_jpg.rf.f4203dd56a2dd71967c02f39481e9161.jpg,0,0,0,0,1,0,0,0,0,0
Sc-N314_jpg.rf.efbfe3fedabba2b9c1d06fa2369dd757.jpg,0,0,0,0,0,0,0,0,1,0
b6eb3d4e-c05e-4330-a9a1-1228f78cffb6_jpg.rf.f5352a3eaa5c2f362ecd4fd814facc34.jpg,0,0,0,0,0,0,0,0,0,1
c4f4f4e4-e4ed-4e9b-83c4-7907aedff341_jpg.rf.f5086bf850356061134d27f1d13d3a53.jpg,0,0,0,0,0,0,0,0,0,1
Ac-N053-53-_jpg.rf.f3e4a8a011d6ecbac27c72ef560ab0ac.jpg,1,0,0,0,0,0,0,0,0,0
Cb-N170_jpg.rf.f3077caba9a36da06830236bcc639839.jpg,0,0,0,0,0,1,0,0,0,0
Ac-N053-65-_jpg.rf.f59ef988d508bbf181f2dbc316689f02.jpg,1,0,0,0,0,0,0,0,0,0
Cc-N081_jpg.rf.f5bb4aa018257524b04d184d4d5fc04c.jpg,0,0,1,0,0,0,0,0,0,0
Sc-N224_jpg.rf.f5a58cd49ff9aa1eaddc1210ef3ac291.jpg,0,0,0,0,0,0,0,0,1,0
Ac-N053-61-_jpg.rf.ee5aefd78191235f553e9bdcfb1ce6d1.jpg,1,0,0,0,0,0,0,0,0,0
Cs-N252_jpg.rf.f6037f9fbc1f1c5eaebc23fc633c9843.jpg,0,0,0,1,0,0,0,0,0,0
Cb-N094_jpg.rf.f637f0a43bce1fe1eb787c27cf0237e1.jpg,0,0,0,0,0,1,0,0,0,0
Ns-N144_jpg.rf.f51b57d1bb2c7f9ed20bbf397ae09b18.jpg,0,0,0,0,0,0,0,1,0,0
Cc-N182_jpg.rf.f5fce258edbfaecf0038356a145c1a45.jpg,0,0,1,0,0,0,0,0,0,0
Cs-N243_jpg.rf.f64b08b34360c64e7c3fdfcc3bcb60c4.jpg,0,0,0,1,0,0,0,0,0,0
Cc-N072_jpg.rf.f67bb88ad0f0616723bf47777fe56c89.jpg,0,0,1,0,0,0,0,0,0,0
Cc-N083_jpg.rf.f94f030b5c14b89e5306e65de11245a2.jpg,0,0,1,0,0,0,0,0,0,0
e2c33a3b-21ab-4581-8b0f-8aac4e865387_jpg.rf.ee35b51f359adf1701387bfddcf93a36.jpg,0,0,0,0,0,0,0,0,0,1
809a8300-172e-400d-bd0f-b5d8adad37d0_jpg.rf.f758bd489d546e08a2e392389cc6888a.jpg,0,0,0,0,0,0,0,0,0,1
Cs-N050_jpg.rf.f6e43f1df9b162ab08dd51e011fde6d9.jpg,0,0,0,1,0,0,0,0,0,0
Ns-N255_jpg.rf.f84bd885971a249e05135f6ea189187a.jpg,0,0,0,0,0,0,0,1,0,0
As-N073_jpg.rf.f672dac52ed282f05890df810adf4b0d.jpg,0,1,0,0,0,0,0,0,0,0
Cs-13-_jpg.rf.f8c6dc5702bfbe79afd571888896d99d.jpg,0,0,0,1,0,0,0,0,0,0
Cs-20-_jpg.rf.f8f3bea1c671795cf20db016486a8c76.jpg,0,0,0,1,0,0,0,0,0,0
Cu-N010_jpg.rf.f9d814fe567ee1f05f5a7c43581002ab.jpg,0,0,0,0,0,0,1,0,0,0
Ns-N134_jpg.rf.f9e8f6b885e7f28fa3473796fe6503c6.jpg,0,0,0,0,0,0,0,1,0,0
c4315f87-6b68-4a55-8658-a7ae5f120744_jpg.rf.fa0a98c647d330760ee2767a35f181ff.jpg,1,0,0,0,0,0,0,0,0,0
Cs-52-_jpg.rf.fa269815b03239e0bb6996a8b2b233ad.jpg,0,0,0,1,0,0,0,0,0,0
St-167-_jpg.rf.f7812345bc6f28a21c2e458720d80b47.jpg,0,0,0,0,0,0,0,0,0,1
Cs-28-_jpg.rf.fa067d0c238b1ecac9df8b8584e2a8c8.jpg,0,0,0,1,0,0,0,0,0,0
Ns-N176_jpg.rf.fa92d0ca4f55cc4363fee72a0b3b576a.jpg,0,0,0,0,0,0,0,1,0,0
Cb-N147_jpg.rf.f95a0b7de05ece6445e9ac1d590f4db9.jpg,0,0,0,0,0,1,0,0,0,0
Cb-N042_jpg.rf.f8783750adb0e854e76cf08aab6bc288.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N024_jpg.rf.f98228581af5a797b99272ef7fe795c3.jpg,0,0,1,0,0,0,0,0,0,0
Cc-N008_jpg.rf.fa957221a94d9f21e57931247705abca.jpg,0,0,1,0,0,0,0,0,0,0
Cu-N067_jpg.rf.f9cd91d4f4d3d94460847179cd5b148e.jpg,0,0,0,0,0,0,1,0,0,0
Sc-59-_jpg.rf.fafb6f336f7a10b0be4f22c943875c4a.jpg,0,0,0,0,0,0,0,0,1,0
c4f4f4e4-e4ed-4e9b-83c4-7907aedff341_jpg.rf.fab72af5e38adc3ade5dd04f22a7ced3.jpg,0,0,0,0,0,0,0,0,0,1
Ac-23-_jpg.rf.f7f4e8ab5d507111e34b195206a3c009.jpg,1,0,0,0,0,0,0,0,0,0
Cs-N069_jpg.rf.ef105fae29fc0773bcc34d1cddbacc15.jpg,0,0,0,1,0,0,0,0,0,0
d0002881-693e-40ea-b2ba-ce5f4c563272_jpeg.rf.fb436ba20a3a0855219a7b4ddd579cbc.jpg,0,0,0,0,0,0,0,0,0,1
Ci-N072_jpg.rf.ef95a27e54a8b8449da541d60504d8cb.jpg,0,0,0,0,1,0,0,0,0,0
Ac-N053-20-_jpg.rf.fb11dd3c7d55ef838aca6e2ae051c82d.jpg,1,0,0,0,0,0,0,0,0,0
Ac-56-_jpg.rf.f12406cdd331ba524ce047244043d815.jpg,1,0,0,0,0,0,0,0,0,0
Sc-N001_jpg.rf.fb7cff501ede6f1fd8bb10cc7ffaac67.jpg,0,0,0,0,0,0,0,0,1,0
Cs-N003_jpg.rf.fb39a66673968066987f9689a632086f.jpg,0,0,0,1,0,0,0,0,0,0
Ac-N053-27-_jpg.rf.fc063b2ca97e52e2de34575fce47a29c.jpg,1,0,0,0,0,0,0,0,0,0
Sc-51-_jpg.rf.fbbeeafd95452b5ae0354aea98dd9b88.jpg,0,0,0,0,0,0,0,0,1,0
Sc-N208_jpg.rf.fb426add1eb570c6a6474f6d581ac110.jpg,0,0,0,0,0,0,0,0,1,0
f4c6819e-2599-41b9-aed6-3e8f94118930_jpg.rf.fe06e6801166393c0a1904a6f17562dd.jpg,0,0,0,0,0,0,0,0,0,1
Ac-N053-33-_jpg.rf.fd968b679abac6aeecc04848e37e8f03.jpg,1,0,0,0,0,0,0,0,0,0
9217057f-5a34-429f-8ebe-ba2431742c2c_JPG.rf.fdaec959107b17b98248ba2435f39881.jpg,0,0,0,0,0,0,0,0,0,1
Ns-N212_jpg.rf.fd31a50e579c6564f57d36c581a5ea97.jpg,0,0,0,0,0,0,0,1,0,0
Cb-N055_jpg.rf.fd8ca23d60f5d0d8032dbdca46335191.jpg,0,0,0,0,0,1,0,0,0,0
Cb-N163_jpg.rf.fcb9f70ff279a8842e67b9b26c46ec44.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N004_jpg.rf.fded74fd44fdcf3a02f338c3999307e9.jpg,0,0,1,0,0,0,0,0,0,0
Cb-N160_jpg.rf.ef0e607f1f392568e32ea9899f4b4e04.jpg,0,0,0,0,0,1,0,0,0,0
Cb-N015_jpg.rf.fc737fef4a80cb967f77a24951c0b819.jpg,0,0,0,0,0,1,0,0,0,0
As-66-_jpg.rf.fe79659f75d92d4f293b4ab41dfd2e12.jpg,0,1,0,0,0,0,0,0,0,0
Sc-N013_jpg.rf.fe8233fcc9c22230e4f7082e5a021df5.jpg,0,0,0,0,0,0,0,0,1,0
Cs-N126_jpg.rf.fe0ff5478637e00a4194b618fb59d84f.jpg,0,0,0,1,0,0,0,0,0,0
St-167-_jpg.rf.fc1c5d7de5e989f90a7cc2eee0d4182f.jpg,0,0,0,0,0,0,0,0,0,1
Cr-7-_jpg.rf.f05474ca713a16809f7630e00eca39b3.jpg,0,0,0,0,1,0,0,0,0,0
Ns-N141_jpg.rf.ef7edac9b652d8704df4e823a9d88677.jpg,0,0,0,0,0,0,0,1,0,0
As-N120_jpg.rf.ffec28b1b38325e01a7f547f45da1e85.jpg,0,1,0,0,0,0,0,0,0,0
Ns-N236_jpg.rf.feb85debfc06b0f06f10d8a44c92124c.jpg,0,0,0,0,0,0,0,1,0,0
Cs-N088_jpg.rf.fd9f9c7d2df6682dbd7f4558571b472b.jpg,0,0,0,1,0,0,0,0,0,0
Cc-39-_jpg.rf.fd8412f0b36fd5da2c01367d350c9e8e.jpg,0,0,1,0,0,0,0,0,0,0
Sc-5-_jpg.rf.fda6ce032c6ba99d3c18ae1525db90b0.jpg,0,0,0,0,0,0,0,0,1,0
Cu-N024_jpg.rf.fecb4ed8b0db657220e3fd4659a723a2.jpg,0,0,0,0,0,0,1,0,0,0
Ns-N161_jpg.rf.ff3b531eb33fe818b0d630054d53e594.jpg,0,0,0,0,0,0,0,1,0,0
Ci-N016_jpg.rf.fe8e1cfb85a74beb0c1e4fc44111b37c.jpg,0,0,0,0,1,0,0,0,0,0
Ci-N015_jpg.rf.ff43401c201ff2cc65216bb2b3f16d21.jpg,0,0,0,0,1,0,0,0,0,0
Cc-N248_jpg.rf.9b3b3b0220cd8a61530a787dd706a112.jpg,0,0,1,0,0,0,0,0,0,0
As-10-_jpg.rf.9d46a8f1a352d6cd46f89d2eaf7ab47d.jpg,0,1,0,0,0,0,0,0,0,0
Cu-N015_jpg.rf.9a840aeb44a81557036b95d520175fce.jpg,0,0,0,0,0,0,1,0,0,0
Cs-N126_jpg.rf.a02b7d6175561de75d867c1e2c7a1775.jpg,0,0,0,1,0,0,0,0,0,0
Cs-N114_jpg.rf.a052b00b8e472f91a25d2e5d89d3f4db.jpg,0,0,0,1,0,0,0,0,0,0
St-118-_jpg.rf.99c84e3ada2842a98179443067025fbf.jpg,0,0,0,0,0,0,0,0,0,1
Cb-N207_jpg.rf.a017bc9867d5962051744e965d1d779a.jpg,0,0,0,0,0,1,0,0,0,0
Ns-N273_jpg.rf.9fe2a068c0122436bd4523a3f78a4434.jpg,0,0,0,0,0,0,0,1,0,0
Sc-105-_jpg.rf.a06c2173ce75c9ab3a57e68c9844672e.jpg,0,0,0,0,0,0,0,0,1,0
Sc-N159_jpg.rf.a0fdcd408dfc44654cecfef3439bd9bc.jpg,0,0,0,0,0,0,0,0,1,0
As-N067_jpg.rf.9bc2e665746febbbf329dcad90187ff8.jpg,0,1,0,0,0,0,0,0,0,0
Ac-36-_jpg.rf.9f2858cc7f7bea73b6b9ef83a1793c33.jpg,1,0,0,0,0,0,0,0,0,0
Sc-N221_jpg.rf.9ccae3f21bf9f125ec94a15956441ef7.jpg,0,0,0,0,0,0,0,0,1,0
Cb-N241_jpg.rf.a11d07b93be7d5d7b44f3f0299cc89ca.jpg,0,0,0,0,0,1,0,0,0,0
Cu-N013_jpg.rf.a0cebe546ada324853581dad9cdc0771.jpg,0,0,0,0,0,0,1,0,0,0
Cb-N224_jpg.rf.a12e5c559ef03af9eaf758d3b098ea04.jpg,0,0,0,0,0,1,0,0,0,0
Cu-49-_jpg.rf.9a43ba6965989a98f57411eca39188ee.jpg,0,0,0,0,0,0,1,0,0,0
Ac-23-_jpg.rf.9ee1a14d83e8555f8ea5ed50314ce9f1.jpg,1,0,0,0,0,0,0,0,0,0
Cu-N052_jpg.rf.a12ad26cb050f873f723962c6b2025d9.jpg,0,0,0,0,0,0,1,0,0,0
Ns-120-_jpg.rf.a27a6810cf743444f751d608d981ae3b.jpg,0,0,0,0,0,0,1,0,0,0
Sc-N314_jpg.rf.a18fa7fa66b2b9cd846841a607fe70b8.jpg,0,0,0,0,0,0,0,0,1,0
Ci-N014_jpg.rf.a2a046aed5b9f078a5ca55ab94823362.jpg,0,0,0,0,1,0,0,0,0,0
Cb-N205_jpg.rf.a374ec11a477959cef64aefe93f53a3d.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N070_jpg.rf.9b356fd294f463a82e4d57e1d97a0979.jpg,0,0,1,0,0,0,0,0,0,0
3056492d-475e-4c5c-a8ae-dcb21caf3242_jpg.rf.a1d2c011a3abe07c7d84d098a0400ba8.jpg,0,0,0,0,0,0,0,0,0,1
Sc-N210_jpg.rf.a19ddbfe5570e8cfb717159b6b4629ea.jpg,0,0,0,0,0,0,0,0,1,0
Cb-N101_jpg.rf.9a185adca7ef67f9aaa00b00b1f82256.jpg,0,0,0,0,0,1,0,0,0,0
Ac-N053-51-_jpg.rf.9e91b6e6fc536971acbbd64efb6ea1b9.jpg,1,0,0,0,0,0,0,0,0,0
Ns-N223_jpg.rf.a3adf6a37468dbc87403295ce8f39dad.jpg,0,0,0,0,0,0,0,1,0,0
Ac-N053-21-_jpg.rf.a293cd882641934aa106773d8a5ae2f6.jpg,1,0,0,0,0,0,0,0,0,0
St-150-_jpg.rf.9b7947c943b44ec52cf6d5554e175ac6.jpg,0,0,0,0,0,0,0,0,0,1
Cu-24-_jpg.rf.99eed46e1e367800973c0173d009659e.jpg,0,0,0,0,0,0,1,0,0,0
Sc-65-_jpg.rf.a4dd088dd3fa3eee207b8c7690507f0c.jpg,0,0,0,0,0,0,0,0,1,0
Cu-N018_jpg.rf.a4c50845b1b7b5770892afbc54d4b2f6.jpg,0,0,0,0,0,0,1,0,0,0
As-N063_jpg.rf.a51950011e7e2c5bac8c4e57c3918211.jpg,0,1,0,0,0,0,0,0,0,0
Ci-N062_jpg.rf.a316ad79a071f56e5a8a3ded55fd14cf.jpg,0,0,0,0,1,0,0,0,0,0
Ci-N119_jpg.rf.a4fde3f1bf9992c391a46f1c7129f908.jpg,0,0,0,0,1,0,0,0,0,0
As-N165_jpg.rf.a3376c74efbaa8ff1709279aba7bfea9.jpg,0,1,0,0,0,0,0,0,0,0
Ns-N142_jpg.rf.9b70877292d474a565f28917a8552c6f.jpg,0,0,0,0,0,0,0,1,0,0
Cs-N179_jpg.rf.a4f3cd4590d12f119f774e50b18735dd.jpg,0,0,0,1,0,0,0,0,0,0
Ac-N053-16-_jpg.rf.a5d9edc9dce0a3ac57a0f9b9c84eee1e.jpg,1,0,0,0,0,0,0,0,0,0
Cs-45-_jpg.rf.a5616681fa793205c63446c97782c103.jpg,0,0,0,1,0,0,0,0,0,0
Cb-N013_jpg.rf.9e4753e2f66b51e836d57ab4165eca88.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N038_jpg.rf.a3de9a46f4beb306220a5f9bddcb856b.jpg,0,0,1,0,0,0,0,0,0,0
Ci-N134_jpg.rf.a54810dc4ce1dd33d070d455b65faf4c.jpg,0,0,0,0,1,0,0,0,0,0
Cu-66-_jpg.rf.9e2393ef0e93abcfa67b880d4a9218d4.jpg,0,0,0,0,0,0,1,0,0,0
Cc-N083_jpg.rf.a5a968f0ae13a336cc5162cfbcb81338.jpg,0,0,1,0,0,0,0,0,0,0
As-N024_jpg.rf.a5c2cc55d6725735959afe0d2baf50dd.jpg,0,1,0,0,0,0,0,0,0,0
979bb8aa-3acc-4b65-b2fd-506345de564a_jpg.rf.a51f05c97a944a59c55bd64b52554c7d.jpg,0,1,0,0,0,0,0,0,0,0
Cr-19-_jpg.rf.a5a96c87e7980eec4d28a6a79aa06f40.jpg,0,0,0,0,1,0,0,0,0,0
Ns-N128_jpg.rf.a5ee5e9b0e0518cd40d17d6a9ad5ac22.jpg,0,0,0,0,0,0,0,1,0,0
Ci-N080_jpg.rf.a6121f106d26a277881c9564c27d6f9c.jpg,0,0,0,0,1,0,0,0,0,0
Ns-N213_jpg.rf.9f3380ab0c7fe9e89bbdc99ff54fa309.jpg,0,0,0,0,0,0,0,1,0,0
Cb-N017_jpg.rf.a6d791758c705c66ea6ba8487c17071f.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N024_jpg.rf.a6ff5435cc5dba3b5ec741d29e958756.jpg,0,0,1,0,0,0,0,0,0,0
Cs-N188_jpg.rf.a7cce8aa10a9d80b16885e8b5b79056f.jpg,0,0,0,1,0,0,0,0,0,0
Cb-N147_jpg.rf.a63712a4606cdf26d7daf8fea48359d1.jpg,0,0,0,0,0,1,0,0,0,0
Cc-N245_jpg.rf.a8981d7e5f64a8cd699d1e007a9c477a.jpg,0,0,1,0,0,0,0,0,0,0
Cs-N050_jpg.rf.a7ae356fe098d2c8f2096d4d251ed6b1.jpg,0,0,0,1,0,0,0,0,0,0
As-53-_jpg.rf.a674e85e5ffb974cc5eca6cf4599b5a1.jpg,0,1,0,0,0,0,0,0,0,0
Ac-N053-60-_jpg.rf.a85426b29f969ed4bdc38feaf5f684e2.jpg,1,0,0,0,0,0,0,0,0,0
Sc-N209_jpg.rf.a744a5a014ab6b2bd1f93a3e37861e39.jpg,0,0,0,0,0,0,0,0,1,0
Cr-33-_jpg.rf.a8c79d2addf7ddc7d4a1f126030cbcf1.jpg,0,0,0,0,1,0,0,0,0,0
Cu-N018_jpg.rf.a87716c94e0d805e71aae9a4d3673d19.jpg,0,0,0,0,0,0,1,0,0,0
Cs-N038_jpg.rf.a8154448229c085d49cddba39af3a86d.jpg,0,0,0,1,0,0,0,0,0,0
St-121-_jpg.rf.a90e6c3fb0e95963ec0edc02455587d6.jpg,0,0,0,0,0,0,0,0,0,1
Ac-N053-22-_jpg.rf.a8eb29555bb50fc6c707b4e9f515656e.jpg,1,0,0,0,0,0,0,0,0,0
Cs-N252_jpg.rf.a91ec1d1b00eebac69edf9ad0faff677.jpg,0,0,0,1,0,0,0,0,0,0
Cs-N008_jpg.rf.9ab6b179d2fe23f20129e6ff471026f3.jpg,0,0,0,1,0,0,0,0,0,0
Ac-N053-13-_jpg.rf.a6b749f0d793271a0f6ddd62f8513683.jpg,1,0,0,0,0,0,0,0,0,0
Sc-70-_jpg.rf.a7598ea9f427ee2f124c3450f72dfad0.jpg,0,0,0,0,0,0,0,0,1,0
Ns-N048_jpg.rf.a9975ce70d7c2428d8ccc26e23ec9c2a.jpg,0,0,0,0,0,0,0,1,0,0
Ci-N126_jpg.rf.9a670a973548a461bd8ca43d3294517f.jpg,0,0,0,0,1,0,0,0,0,0
Cs-35-_jpg.rf.a99e37101c56c0efbccbc2f69e575b19.jpg,0,0,0,1,0,0,0,0,0,0
Sc-71-_jpg.rf.abf2075fc6cdf0d1fed7eec72cea4636.jpg,0,0,0,0,0,0,0,0,1,0
Ci-N083_jpg.rf.a9d476fa1ccaa25705e93dde1d6b64d0.jpg,0,0,0,0,1,0,0,0,0,0
Cb-N231_jpg.rf.ab8248ea82d1a89c00c0da5e4a717deb.jpg,0,0,0,0,0,1,0,0,0,0
Cs-51-_jpg.rf.aca8f0eede3a04aae427b0786dfeac64.jpg,0,0,0,1,0,0,0,0,0,0
959f5aec-bbaa-4503-a5b4-98f6fc5f8e85_jpg.rf.ac788d82aee8474be5ec749cbe630266.jpg,0,0,0,0,0,0,0,0,0,1
Ac-28-_jpg.rf.aa9487fecb31e25964b3b96a3cea7c18.jpg,1,0,0,0,0,0,0,0,0,0
Cc-N052_jpg.rf.aa2efa9f8e7929ef522f1fa1a5b6f49b.jpg,0,0,1,0,0,0,0,0,0,0
Cs-N007_jpg.rf.aaff5d103cbc51b37e63ac8f17e4750b.jpg,0,0,0,1,0,0,0,0,0,0
Sc-N225_jpg.rf.a9ac89dd24d763cc0fe9e235929322ce.jpg,0,0,0,0,0,0,0,0,1,0
Cc-20-_jpg.rf.acfbc58e9ffd60e7f8821266eab534e6.jpg,0,0,1,0,0,0,0,0,0,0
Cu-64-_jpg.rf.ad4734f76cbe3e9de9c3d64a79668cf9.jpg,0,0,0,0,0,0,1,0,0,0
St-N033_jpg.rf.ad9c650acdc7932464eb5a2b26c7cf47.jpg,0,0,0,0,0,0,0,0,0,1
Sc-N209_jpg.rf.a9a878ea22581c8040af1c12f8173890.jpg,0,0,0,0,0,0,0,0,1,0
Ns-N228_jpg.rf.ac798f8d3e166f302953be2f9c1c29e2.jpg,0,0,0,0,0,0,0,1,0,0
f4c6819e-2599-41b9-aed6-3e8f94118930_jpg.rf.ad3854af513bdf7edad697b4cb8fc94a.jpg,0,0,0,0,0,0,0,0,0,1
Ns-N003_jpg.rf.ace909ce3554ba5c32209a6e1fa4e11c.jpg,0,0,0,0,0,0,0,1,0,0
Cb-N061_jpg.rf.ad16e280ba8e1f2c66e74569c5ec3482.jpg,0,0,0,0,0,1,0,0,0,0
Cs-41-_jpg.rf.ab7d013c95d72cc538523285da7f9d44.jpg,0,0,0,1,0,0,0,0,0,0
Ns-N076_jpg.rf.abf7f2897fe72198711a2789ed52c7e4.jpg,0,0,0,0,0,0,0,1,0,0
Cu-N019_jpg.rf.9e31bee52659e10d3609a9b0ea9683e5.jpg,0,0,0,0,0,0,1,0,0,0
Ac-N053-51-_jpg.rf.aacccff76aa571d10096f3f0394e6b60.jpg,1,0,0,0,0,0,0,0,0,0
Cu-N134_jpg.rf.acbe0b351b1e8d39081ef036ea8a7335.jpg,0,0,0,0,0,0,1,0,0,0
Sc-48-_jpg.rf.ab921790e98586932c7cb0a2669582d9.jpg,0,0,0,0,0,0,0,0,1,0
Ac-N053-22-_jpg.rf.adac04e75ce9fdbb1183b11898b80c94.jpg,1,0,0,0,0,0,0,0,0,0
Sc-N222_jpg.rf.adaa830ed45a0a3ef003db88ddde7d1b.jpg,0,0,0,0,0,0,0,0,1,0
Ns-N078_jpg.rf.9b61b72852cef86141dc835eaab89212.jpg,0,0,0,0,0,0,0,1,0,0
Cs-N264_jpg.rf.adb68fe0ff73e0bc358c665fa359a8af.jpg,0,0,0,1,0,0,0,0,0,0
As-N131_jpg.rf.addebe3ca56af1d47cea08266f51fe72.jpg,0,1,0,0,0,0,0,0,0,0
Cc-N151_jpg.rf.9e024efc1a76d00beec9d56027eb3482.jpg,0,0,1,0,0,0,0,0,0,0
Ac-N053-16-_jpg.rf.ad948179dd280bfad918a861ec245876.jpg,1,0,0,0,0,0,0,0,0,0
Ns-N104_jpg.rf.add83ae7e48f390ee6de2da05a9b2cf6.jpg,0,0,0,0,0,0,0,1,0,0
Cu-N131_jpg.rf.aec70927c638f894b8abd66d1b3ec6a2.jpg,0,0,0,0,0,0,1,0,0,0
Sc-N221_jpg.rf.ae655f033329003943865caad6bf10bf.jpg,0,0,0,0,0,0,0,0,1,0
Ci-N067_jpg.rf.ae4597e5d4bb41cce0567916ed28e58e.jpg,0,0,0,0,1,0,0,0,0,0
Cc-N205_jpg.rf.addaeb04419ac1ad213a9ef1af60d0ca.jpg,0,0,1,0,0,0,0,0,0,0
e56d8273-b636-43f6-a72d-514afd3ea2e8_jpg.rf.af269164c2f0174774939d8550fb38ca.jpg,0,0,0,0,0,0,0,0,0,1
Ci-N074_jpg.rf.af7af93fbbf03059aad4c63a8711ac3d.jpg,0,0,0,0,1,0,0,0,0,0
Cs-N250_jpg.rf.ae3b446193a7ecb8ebf7e5afea5eb8f6.jpg,0,0,0,1,0,0,0,0,0,0
Cu-69-_jpg.rf.aef204f83bf0d008471db76277a42050.jpg,0,0,0,0,0,0,1,0,0,0
As-N108_jpg.rf.b143ed569b1f7c6f98a7a056112df9ac.jpg,0,1,0,0,0,0,0,0,0,0
Ac-N053-66-_jpg.rf.af7cb66bc30ea59967a77ad0222edb19.jpg,1,0,0,0,0,0,0,0,0,0
St-121-_jpg.rf.afd0befae3adcea8b3020efad58bffaf.jpg,0,0,0,0,0,0,0,0,0,1
As-N065_jpg.rf.af3d227efd3611f92ec6a87750a9b496.jpg,0,1,0,0,0,0,0,0,0,0
